1979,(19/10/2017),22,23,29,32,38,45,
1978,(17/10/2017),2,6,22,44,55,57,
1977,(14/10/2017),3,16,28,32,34,37,
1976,(11/10/2017),12,14,19,25,52,59,
1975,(07/10/2017),8,11,24,26,47,57,
1974,(04/10/2017),4,19,27,38,54,57,
1973,(30/09/2017),1,12,16,17,52,60,
1972,(27/09/2017),9,16,20,54,57,59,
1971,(23/09/2017),4,10,41,44,52,54,
1970,(21/09/2017),5,10,18,24,39,52,
1969,(19/09/2017),8,20,30,32,48,59,
1968,(16/09/2017),35,36,39,44,48,52,
1967,(13/09/2017),13,30,32,39,46,54,
1966,(09/09/2017),10,13,19,32,40,60,
1965,(06/09/2017),26,28,35,38,48,55,
1964,(02/09/2017),2,27,32,36,48,50,
1963,(30/08/2017),4,5,7,34,42,60,
1962,(26/08/2017),5,6,15,25,39,53,
1961,(23/08/2017),17,25,26,30,32,50,
1960,(19/08/2017),1,18,25,37,39,43,
1959,(16/08/2017),8,21,27,35,43,56,
1958,(12/08/2017),15,20,22,24,34,55,
1957,(10/08/2017),2,14,22,23,29,47,
1956,(08/08/2017),5,8,20,28,40,45,
1955,(05/08/2017),15,27,33,36,41,45,
1954,(02/08/2017),9,25,33,35,40,49,
1953,(29/07/2017),9,26,29,42,43,45,
1952,(26/07/2017),9,21,36,38,52,53,
1951,(22/07/2017),14,16,19,21,33,55,
1950,(19/07/2017),10,21,32,34,48,57,
1949,(15/07/2017),1,6,14,22,30,56,
1948,(12/07/2017),12,20,24,28,33,57,
1947,(08/07/2017),8,33,40,52,55,59,
1946,(06/07/2017),4,6,39,44,52,60,
1945,(04/07/2017),4,8,10,21,45,54,
1944,(01/07/2017),8,9,39,47,57,59,
1943,(28/06/2017),9,11,12,30,39,43,
1942,(24/06/2017),6,18,20,24,43,48,
1941,(21/06/2017),1,9,24,38,48,49,
1940,(17/06/2017),9,13,16,17,36,47,
1939,(14/06/2017),7,24,29,39,45,52,
1938,(10/06/2017),10,16,32,40,42,54,
1937,(07/06/2017),6,10,24,29,43,55,
1936,(03/06/2017),3,12,24,40,51,52,
1935,(31/05/2017),1,3,10,17,23,24,
1934,(27/05/2017),8,23,35,39,56,59,
1933,(24/05/2017),2,14,15,19,35,59,
1932,(20/05/2017),10,16,21,29,44,55,
1931,(17/05/2017),2,8,9,15,22,34,
1930,(13/05/2017),4,17,18,37,52,56,
1929,(11/05/2017),3,10,23,36,43,52,
1928,(09/05/2017),10,26,28,51,53,59,
1927,(06/05/2017),5,11,13,19,30,31,
1926,(03/05/2017),2,3,14,20,30,46,
1925,(29/04/2017),1,17,38,43,45,47,
1924,(26/04/2017),12,16,30,52,53,58,
1923,(22/04/2017),9,34,42,45,46,59,
1922,(19/04/2017),20,22,36,38,41,43,
1921,(15/04/2017),10,15,16,19,28,35,
1920,(12/04/2017),25,31,33,39,43,45,
1919,(08/04/2017),11,28,37,45,54,60,
1918,(05/04/2017),16,17,20,22,38,50,
1917,(01/04/2017),4,21,25,33,36,46,
1916,(29/03/2017),3,9,18,23,50,52,
1915,(25/03/2017),2,20,21,33,48,57,
1914,(22/03/2017),16,29,33,39,42,44,
1913,(18/03/2017),4,14,17,43,52,56,
1912,(15/03/2017),10,13,33,35,36,42,
1911,(11/03/2017),16,18,23,30,32,33,
1910,(08/03/2017),6,9,15,22,39,48,
1909,(04/03/2017),11,40,43,45,47,57,
1908,(01/03/2017),4,10,13,23,27,57,
1907,(25/02/2017),3,25,35,38,44,48,
1906,(23/02/2017),6,27,33,39,40,60,
1905,(21/02/2017),29,35,43,54,56,57,
1904,(18/02/2017),12,15,18,21,51,56,
1903,(15/02/2017),9,10,15,28,43,45,
1902,(11/02/2017),2,7,9,18,21,25,
1901,(08/02/2017),11,12,26,30,37,53,
1900,(04/02/2017),8,11,27,28,43,46,
1899,(01/02/2017),20,23,35,36,44,48,
1898,(28/01/2017),12,34,45,53,55,58,
1897,(25/01/2017),9,22,25,47,52,58,
1896,(21/01/2017),3,6,14,15,21,25,
1895,(18/01/2017),2,3,5,10,15,34,
1894,(14/01/2017),21,31,35,53,54,57,
1893,(11/01/2017),16,17,19,28,45,58,
1892,(07/01/2017),6,17,22,30,37,50,
1891,(04/01/2017),1,3,19,23,47,58,
1890,(31/12/2016),5,11,22,24,51,53,
1889,(24/12/2016),16,23,25,28,30,44,
1888,(22/12/2016),1,10,17,18,45,48,
1887,(20/12/2016),11,23,34,41,46,56,
1886,(17/12/2016),3,7,15,40,45,54,
1885,(14/12/2016),7,14,18,23,32,59,
1884,(10/12/2016),1,4,23,32,38,59,
1883,(07/12/2016),16,27,28,47,59,60,
1882,(03/12/2016),9,10,19,35,37,41,
1881,(30/11/2016),3,10,30,44,53,56,
1880,(26/11/2016),5,16,19,37,51,56,
1879,(23/11/2016),5,10,20,57,58,59,
1878,(19/11/2016),12,16,26,40,56,57,
1877,(16/11/2016),13,16,23,24,32,35,
1876,(12/11/2016),7,18,39,41,44,51,
1875,(10/11/2016),1,45,47,52,53,55,
1874,(08/11/2016),10,28,37,43,44,47,
1873,(05/11/2016),5,25,28,41,53,54,
1872,(03/11/2016),11,13,25,39,46,56,
1871,(29/10/2016),3,11,17,33,52,58,
1870,(26/10/2016),18,20,30,32,33,40,
1869,(22/10/2016),11,23,24,26,40,52,
1868,(20/10/2016),1,5,23,25,28,31,
1867,(18/10/2016),3,10,17,21,22,43,
1866,(15/10/2016),14,17,36,38,44,60,
1865,(13/10/2016),1,5,31,32,37,42,
1864,(08/10/2016),4,5,14,37,40,60,
1863,(05/10/2016),16,23,45,56,58,59,
1862,(01/10/2016),2,8,35,42,49,56,
1861,(28/09/2016),2,4,9,35,45,60,
1860,(24/09/2016),10,30,36,40,44,60,
1859,(22/09/2016),1,13,14,21,26,51,
1858,(20/09/2016),22,28,30,33,55,59,
1857,(17/09/2016),13,23,25,35,52,53,
1856,(14/09/2016),2,9,14,22,32,37,
1855,(10/09/2016),6,10,15,24,38,39,
1854,(08/09/2016),25,30,31,34,43,59,
1853,(03/09/2016),1,2,34,39,41,45,
1852,(31/08/2016),13,17,29,45,49,50,
1851,(27/08/2016),8,18,21,22,35,37,
1850,(24/08/2016),23,24,32,38,40,41,
1849,(20/08/2016),3,5,11,27,35,44,
1848,(17/08/2016),9,40,41,50,55,58,
1847,(13/08/2016),1,6,45,49,50,57,
1846,(11/08/2016),6,24,26,30,34,49,
1845,(09/08/2016),3,9,13,29,30,51,
1844,(06/08/2016),3,4,37,39,48,50,
1843,(03/08/2016),8,26,28,33,41,54,
1942,(24/06/2017),6,18,20,24,43,48,
1941,(21/06/2017),1,9,24,38,48,49,
1940,(17/06/2017),9,13,16,17,36,47,
1939,(14/06/2017),7,24,29,39,45,52,
1938,(10/06/2017),10,16,32,40,42,54,
1937,(07/06/2017),6,10,24,29,43,55,
1936,(03/06/2017),3,12,24,40,51,52,
1935,(31/05/2017),1,3,10,17,23,24,
1934,(27/05/2017),8,23,35,39,56,59,
1933,(24/05/2017),2,14,15,19,35,59,
1932,(20/05/2017),10,16,21,29,44,55,
1931,(17/05/2017),2,8,9,15,22,34,
1930,(13/05/2017),4,17,18,37,52,56,
1929,(11/05/2017),3,10,23,36,43,52,
1928,(09/05/2017),10,26,28,51,53,59,
1927,(06/05/2017),5,11,13,19,30,31,
1926,(03/05/2017),2,3,14,20,30,46,
1925,(29/04/2017),1,17,38,43,45,47,
1924,(26/04/2017),12,16,30,52,53,58,
1923,(22/04/2017),9,34,42,45,46,59,
1922,(19/04/2017),20,22,36,38,41,43,
1921,(15/04/2017),10,15,16,19,28,35,
1920,(12/04/2017),25,31,33,39,43,45,
1919,(08/04/2017),11,28,37,45,54,60,
1918,(05/04/2017),16,17,20,22,38,50,
1917,(01/04/2017),4,21,25,33,36,46,
1916,(29/03/2017),3,9,18,23,50,52,
1915,(25/03/2017),2,20,21,33,48,57,
1914,(22/03/2017),16,29,33,39,42,44,
1913,(18/03/2017),4,14,17,43,52,56,
1912,(15/03/2017),10,13,33,35,36,42,
1911,(11/03/2017),16,18,23,30,32,33,
1910,(08/03/2017),6,9,15,22,39,48,
1909,(04/03/2017),11,40,43,45,47,57,
1908,(01/03/2017),4,10,13,23,27,57,
1907,(25/02/2017),3,25,35,38,44,48,
1906,(23/02/2017),6,27,33,39,40,60,
1905,(21/02/2017),29,35,43,54,56,57,
1904,(18/02/2017),12,15,18,21,51,56,
1903,(15/02/2017),9,10,15,28,43,45,
1902,(11/02/2017),2,7,9,18,21,25,
1901,(08/02/2017),11,12,26,30,37,53,
1900,(04/02/2017),8,11,27,28,43,46,
1899,(01/02/2017),20,23,35,36,44,48,
1898,(28/01/2017),12,34,45,53,55,58,
1897,(25/01/2017),9,22,25,47,52,58,
1896,(21/01/2017),3,6,14,15,21,25,
1895,(18/01/2017),2,3,5,10,15,34,
1894,(14/01/2017),21,31,35,53,54,57,
1893,(11/01/2017),16,17,19,28,45,58,
1892,(07/01/2017),6,17,22,30,37,50,
1891,(04/01/2017),1,3,19,23,47,58,
1890,(31/12/2016),5,11,22,24,51,53,
1889,(24/12/2016),16,23,25,28,30,44,
1888,(22/12/2016),1,10,17,18,45,48,
1887,(20/12/2016),11,23,34,41,46,56,
1886,(17/12/2016),3,7,15,40,45,54,
1885,(14/12/2016),7,14,18,23,32,59,
1884,(10/12/2016),1,4,23,32,38,59,
1883,(07/12/2016),16,27,28,47,59,60,
1882,(03/12/2016),9,10,19,35,37,41,
1881,(30/11/2016),3,10,30,44,53,56,
1880,(26/11/2016),5,16,19,37,51,56,
1879,(23/11/2016),5,10,20,57,58,59,
1878,(19/11/2016),12,16,26,40,56,57,
1877,(16/11/2016),13,16,23,24,32,35,
1876,(12/11/2016),7,18,39,41,44,51,
1875,(10/11/2016),1,45,47,52,53,55,
1874,(08/11/2016),10,28,37,43,44,47,
1873,(05/11/2016),5,25,28,41,53,54,
1872,(03/11/2016),11,13,25,39,46,56,
1871,(29/10/2016),3,11,17,33,52,58,
1870,(26/10/2016),18,20,30,32,33,40,
1869,(22/10/2016),11,23,24,26,40,52,
1868,(20/10/2016),1,5,23,25,28,31,
1867,(18/10/2016),3,10,17,21,22,43,
1866,(15/10/2016),14,17,36,38,44,60,
1865,(13/10/2016),1,5,31,32,37,42,
1864,(08/10/2016),4,5,14,37,40,60,
1863,(05/10/2016),16,23,45,56,58,59,
1862,(01/10/2016),2,8,35,42,49,56,
1861,(28/09/2016),2,4,9,35,45,60,
1860,(24/09/2016),10,30,36,40,44,60,
1859,(22/09/2016),1,13,14,21,26,51,
1858,(20/09/2016),22,28,30,33,55,59,
1857,(17/09/2016),13,23,25,35,52,53,
1856,(14/09/2016),2,9,14,22,32,37,
1855,(10/09/2016),6,10,15,24,38,39,
1854,(08/09/2016),25,30,31,34,43,59,
1853,(03/09/2016),1,2,34,39,41,45,
1852,(31/08/2016),13,17,29,45,49,50,
1851,(27/08/2016),8,18,21,22,35,37,
1850,(24/08/2016),23,24,32,38,40,41,
1849,(20/08/2016),3,5,11,27,35,44,
1848,(17/08/2016),9,40,41,50,55,58,
1847,(13/08/2016),1,6,45,49,50,57,
1846,(11/08/2016),6,24,26,30,34,49,
1845,(09/08/2016),3,9,13,29,30,51,
1844,(06/08/2016),3,4,37,39,48,50,
1843,(03/08/2016),8,26,28,33,41,54,
1842,(30/07/2016),16,18,22,24,34,43,
1841,(27/07/2016),3,6,13,38,49,51,
1840,(23/07/2016),15,17,33,41,47,48,
1839,(20/07/2016),7,22,28,32,56,58,
1838,(16/07/2016),5,8,24,30,57,59,
1837,(14/07/2016),41,44,48,50,54,57,
1836,(12/07/2016),8,15,18,45,59,60,
1835,(09/07/2016),8,28,36,47,50,58,
1834,(06/07/2016),2,17,22,24,48,51,
1833,(02/07/2016),2,3,7,16,27,42,
1832,(29/06/2016),14,34,46,47,56,57,
1831,(25/06/2016),15,27,28,32,48,55,
1830,(22/06/2016),3,7,29,37,54,60,
1829,(18/06/2016),7,13,24,30,32,53,
1828,(15/06/2016),6,11,32,40,48,59,
1827,(11/06/2016),26,33,42,43,53,54,
1826,(09/06/2016),17,19,32,43,48,51,
1825,(07/06/2016),10,11,21,50,51,54,
1824,(04/06/2016),5,6,12,19,30,60,
1823,(01/06/2016),4,9,21,34,54,59,
1822,(28/05/2016),1,22,26,43,50,53,
1821,(25/05/2016),19,22,31,36,52,53,
1820,(21/05/2016),3,19,23,27,40,45,
1819,(18/05/2016),17,18,26,30,33,37,
1818,(14/05/2016),2,6,10,15,53,56,
1817,(11/05/2016),1,4,26,39,47,55,
1816,(07/05/2016),5,10,12,22,28,46,
1815,(05/05/2016),8,11,25,39,41,60,
1814,(03/05/2016),9,11,27,46,51,53,
1813,(30/04/2016),9,11,13,15,19,51,
1812,(27/04/2016),20,23,32,34,37,45,
1811,(23/04/2016),5,17,32,35,37,57,
1810,(20/04/2016),1,10,25,43,50,56,
1809,(16/04/2016),9,12,23,24,46,54,
1808,(13/04/2016),2,14,20,25,41,45,
1807,(09/04/2016),1,15,16,22,25,43,
1806,(06/04/2016),11,20,35,42,55,58,
1805,(02/04/2016),17,22,27,31,49,57,
1804,(30/03/2016),20,21,28,48,50,59,
1803,(26/03/2016),4,8,29,38,49,50,
1802,(23/03/2016),2,6,13,14,17,44,
1801,(19/03/2016),6,19,34,43,45,54,
1800,(16/03/2016),6,11,16,19,31,56,
1799,(12/03/2016),1,3,4,39,51,53,
1798,(10/03/2016),2,9,23,28,45,53,
1797,(08/03/2016),2,13,14,35,54,57,
1796,(05/03/2016),22,23,34,48,53,54,
1795,(02/03/2016),30,42,47,50,55,58,
1794,(27/02/2016),1,5,34,37,40,60,
1793,(24/02/2016),13,14,22,54,56,58,
1792,(20/02/2016),2,16,17,18,41,47,
1791,(17/02/2016),12,18,46,50,53,55,
1790,(13/02/2016),11,13,26,27,28,50,
1789,(10/02/2016),6,25,43,57,58,59,
1788,(06/02/2016),3,13,42,45,56,59,
1787,(04/02/2016),1,5,13,25,26,29,
1786,(02/02/2016),2,6,8,21,25,34,
1785,(30/01/2016),5,11,27,41,42,54,
1784,(27/01/2016),4,15,26,30,54,55,
1783,(23/01/2016),4,6,16,18,21,38,
1782,(20/01/2016),6,18,34,47,52,57,
1781,(16/01/2016),1,8,22,49,52,53,
1780,(14/01/2016),6,20,22,31,33,34,
1779,(12/01/2016),12,25,30,39,56,57,
1778,(09/01/2016),4,10,38,40,45,48,
1777,(06/01/2016),4,19,38,44,52,55,
1776,(02/01/2016),10,11,14,19,39,48,
1775,(31/12/2015),2,18,31,42,51,56,
1774,(26/12/2015),1,12,20,30,52,60,
1773,(24/12/2015),15,30,39,41,45,59,
1772,(22/12/2015),12,19,27,39,41,45,
1771,(19/12/2015),2,20,27,28,32,38,
1770,(16/12/2015),11,26,27,30,34,41,
1769,(12/12/2015),32,37,44,47,54,60,
1768,(09/12/2015),5,7,11,34,35,50,
1767,(05/12/2015),16,26,35,39,44,45,
1766,(02/12/2015),22,23,41,46,53,60,
1765,(28/11/2015),1,6,28,37,56,58,
1764,(25/11/2015),6,7,29,39,41,55,
1763,(21/11/2015),9,12,15,21,31,36,
1762,(18/11/2015),26,32,42,45,55,59,
1761,(14/11/2015),9,10,36,50,53,55,
1760,(13/11/2015),10,24,25,36,47,48,
1759,(10/11/2015),2,14,21,22,51,60,
1758,(07/11/2015),6,11,16,23,36,42,
1757,(04/11/2015),13,25,28,37,43,56,
1756,(31/10/2015),6,13,14,28,35,45,
1755,(28/10/2015),2,5,8,18,30,48,
1754,(24/10/2015),20,27,30,31,40,53,
1753,(21/10/2015),8,15,29,35,45,54,
1752,(17/10/2015),9,36,37,53,55,60,
1751,(15/10/2015),15,22,23,42,51,57,
1750,(13/10/2015),15,17,20,31,41,48,
1749,(10/10/2015),3,13,14,29,33,43,
1748,(07/10/2015),2,10,13,41,49,53,
1747,(03/10/2015),6,33,34,48,53,59,
1746,(30/09/2015),6,18,37,40,41,58,
1745,(26/09/2015),9,13,18,47,52,60,
1744,(23/09/2015),9,12,14,29,42,56,
1743,(19/09/2015),4,10,29,31,34,35,
1742,(16/09/2015),11,19,21,23,27,52,
1741,(12/09/2015),15,18,20,32,48,49,
1740,(09/09/2015),10,15,25,38,47,53,
1739,(05/09/2015),9,10,17,32,34,46,
1738,(02/09/2015),12,28,37,46,48,53,
1737,(29/08/2015),5,8,42,50,51,59,
1736,(26/08/2015),12,13,24,29,32,41,
1735,(22/08/2015),6,16,33,34,45,46,
1734,(19/08/2015),12,17,25,29,41,52,
1733,(15/08/2015),3,5,9,14,41,46,
1732,(12/08/2015),25,34,38,45,53,60,
1731,(08/08/2015),5,18,27,43,49,59,
1730,(06/08/2015),1,10,17,24,42,51,
1729,(04/08/2015),7,14,23,43,44,53,
1728,(01/08/2015),3,8,28,39,42,59,
1727,(29/07/2015),4,6,19,20,40,41,
1726,(25/07/2015),3,10,42,49,54,57,
1725,(22/07/2015),16,18,26,30,31,34,
1724,(18/07/2015),27,33,37,39,58,60,
1723,(15/07/2015),14,27,30,46,52,60,
1722,(11/07/2015),9,23,39,41,49,58,
1721,(09/07/2015),4,12,19,33,36,38,
1720,(07/07/2015),18,23,31,39,49,57,
1719,(04/07/2015),1,22,31,34,44,54,
1718,(01/07/2015),4,30,31,32,47,53,
1717,(27/06/2015),2,9,16,37,44,58,
1716,(24/06/2015),2,25,36,41,42,53,
1715,(20/06/2015),16,20,35,40,53,60,
1714,(17/06/2015),2,8,24,36,51,52,
1713,(13/06/2015),3,10,16,23,27,29,
1712,(10/06/2015),2,12,19,29,50,59,
1711,(06/06/2015),22,26,38,39,45,50,
1710,(03/06/2015),7,21,28,56,58,59,
1709,(30/05/2015),7,19,30,35,42,47,
1708,(27/05/2015),17,29,32,38,45,50,
1707,(23/05/2015),7,16,20,27,36,52,
1706,(20/05/2015),12,31,34,36,48,56,
1705,(16/05/2015),25,27,29,37,50,51,
1704,(13/05/2015),1,7,11,32,51,59,
1703,(09/05/2015),3,23,26,35,39,49,
1702,(07/05/2015),17,19,33,35,39,52,
1701,(05/05/2015),3,9,18,32,40,56,
1700,(02/05/2015),15,18,41,48,50,58,
1699,(29/04/2015),1,6,10,30,33,38,
1698,(25/04/2015),11,13,24,28,44,45,
1697,(22/04/2015),8,23,30,51,53,58,
1696,(18/04/2015),1,12,17,31,37,46,
1695,(15/04/2015),24,36,38,43,44,58,
1694,(11/04/2015),20,29,34,37,45,57,
1693,(08/04/2015),5,15,18,19,21,38,
1692,(04/04/2015),11,13,14,27,44,56,
1691,(01/04/2015),1,10,24,39,45,58,
1690,(28/03/2015),21,24,26,35,45,53,
1689,(25/03/2015),2,5,13,27,41,53,
1688,(21/03/2015),18,23,30,32,42,56,
1687,(18/03/2015),15,24,37,46,49,58,
1686,(14/03/2015),9,14,37,44,46,55,
1685,(11/03/2015),3,18,31,39,46,51,
1684,(07/03/2015),9,12,18,31,39,50,
1683,(04/03/2015),4,12,32,33,34,48,
1682,(28/02/2015),7,13,35,37,39,51,
1681,(25/02/2015),1,6,8,11,33,50,
1680,(21/02/2015),23,37,38,46,47,51,
1679,(18/02/2015),1,2,27,28,46,47,
1678,(14/02/2015),9,11,17,19,35,52,
1677,(11/02/2015),10,15,28,33,51,52,
1676,(07/02/2015),1,2,11,37,48,51,
1675,(04/02/2015),3,18,34,35,36,56,
1674,(31/01/2015),22,30,42,50,58,59,
1673,(28/01/2015),5,10,23,24,35,47,
1672,(24/01/2015),1,3,5,10,20,42,
1671,(21/01/2015),21,27,31,45,55,56,
1670,(17/01/2015),1,17,19,30,33,47,
1669,(14/01/2015),28,29,31,45,48,49,
1668,(10/01/2015),5,40,47,52,55,57,
1667,(07/01/2015),7,12,24,44,51,56,
1666,(03/01/2015),1,2,23,27,45,51,
1665,(31/12/2014),1,5,11,16,20,56,
1664,(24/12/2014),8,21,23,29,36,48,
1663,(20/12/2014),18,20,27,40,49,55,
1662,(17/12/2014),10,14,25,29,33,57,
1661,(13/12/2014),13,16,27,43,48,58,
1660,(10/12/2014),8,17,34,38,42,51,
1659,(06/12/2014),4,10,20,33,37,49,
1658,(03/12/2014),7,11,19,23,40,49,
1657,(29/11/2014),7,10,14,37,45,54,
1656,(26/11/2014),4,6,11,43,54,56,
1655,(22/11/2014),7,24,28,46,53,56,
1654,(19/11/2014),7,16,33,42,50,58,
1653,(14/11/2014),1,21,22,27,32,45,
1652,(12/11/2014),7,24,26,28,44,57,
1651,(08/11/2014),8,27,35,38,41,44,
1650,(05/11/2014),17,23,29,38,57,60,
1649,(01/11/2014),24,33,38,42,44,54,
1648,(29/10/2014),15,16,18,20,22,48,
1647,(25/10/2014),12,17,23,38,53,54,
1646,(22/10/2014),19,23,34,40,41,58,
1645,(18/10/2014),8,18,21,31,37,38,
1644,(15/10/2014),10,13,16,22,34,60,
1643,(11/10/2014),16,19,20,28,37,60,
1642,(08/10/2014),3,23,42,43,47,60,
1641,(04/10/2014),23,29,30,33,46,51,
1640,(01/10/2014),2,6,18,23,31,46,
1639,(27/09/2014),16,29,34,35,49,51,
1638,(24/09/2014),1,2,38,41,42,58,
1637,(20/09/2014),1,5,24,47,55,56,
1636,(17/09/2014),19,26,33,35,51,52,
1635,(13/09/2014),8,23,28,30,32,51,
1634,(10/09/2014),9,10,23,33,44,51,
1633,(06/09/2014),1,2,11,13,36,49,
1632,(03/09/2014),6,18,24,27,56,59,
1631,(30/08/2014),4,29,44,47,48,60,
1630,(27/08/2014),1,7,30,43,44,54,
1629,(23/08/2014),4,20,24,35,47,59,
1628,(20/08/2014),26,29,34,38,50,60,
1627,(16/08/2014),20,26,32,41,45,57,
1626,(13/08/2014),3,5,14,35,43,52,
1625,(09/08/2014),11,22,36,40,45,52,
